0.000000000000000e+00	1.000000000000000e+00
1.000000000000000e-01	9.975015620660401e-01
2.000000000000000e-01	9.900249722395765e-01
3.000000000000000e-01	9.776262465382961e-01
4.000000000000000e-01	9.603982266595635e-01
5.000000000000000e-01	9.384698072408129e-01
6.000000000000000e-01	9.120048634972105e-01
7.000000000000000e-01	8.812008886074052e-01
7.999999999999999e-01	8.462873527504805e-01
8.999999999999999e-01	8.075237981225449e-01
9.999999999999999e-01	7.651976865579666e-01
1.100000000000000e+00	7.196220185275110e-01
1.200000000000000e+00	6.711327442643629e-01
1.300000000000000e+00	6.200859895615092e-01
1.400000000000000e+00	5.668551203742886e-01
1.500000000000000e+00	5.118276717359180e-01
1.600000000000000e+00	4.554021676393805e-01
1.700000000000000e+00	3.979848594461093e-01
1.800000000000000e+00	3.399864110425579e-01
1.900000000000001e+00	2.818185593743851e-01
2.000000000000000e+00	2.238907791412354e-01
2.100000000000001e+00	1.666069803319900e-01
2.200000000000001e+00	1.103622669221737e-01
2.300000000000001e+00	5.553978444560155e-02
2.400000000000001e+00	2.507683297243338e-03
2.500000000000001e+00	-4.838377646819846e-02
2.600000000000001e+00	-9.680495439703872e-02
2.700000000000001e+00	-1.424493700460123e-01
2.800000000000001e+00	-1.850360333643877e-01
2.900000000000001e+00	-2.243115457919686e-01
3.000000000000001e+00	-2.600519549019339e-01
3.100000000000001e+00	-2.920643476506979e-01
3.200000000000002e+00	-3.201881696571233e-01
3.300000000000002e+00	-3.442962603988850e-01
3.400000000000002e+00	-3.642955967620008e-01
3.500000000000002e+00	-3.801277399872636e-01
3.600000000000002e+00	-3.917689837007980e-01
3.700000000000002e+00	-3.992302033711913e-01
3.800000000000002e+00	-4.025564101785642e-01
3.900000000000002e+00	-4.018260148876399e-01
4.000000000000002e+00	-3.971498098638471e-01
4.100000000000001e+00	-3.886696798358536e-01
4.200000000000001e+00	-3.765570543675675e-01
4.300000000000001e+00	-3.610111172365349e-01
4.400000000000000e+00	-3.422567900038855e-01
4.500000000000000e+00	-3.205425089851214e-01
4.600000000000000e+00	-2.961378165741412e-01
4.699999999999999e+00	-2.693307894197530e-01
4.799999999999999e+00	-2.404253272911837e-01
4.899999999999999e+00	-2.097383275853268e-01
4.999999999999998e+00	-1.775967713143389e-01
5.099999999999998e+00	-1.443347470605012e-01
5.199999999999998e+00	-1.102904397909874e-01
5.299999999999997e+00	-7.580311158558513e-02
5.399999999999997e+00	-4.121010124499241e-02
5.499999999999996e+00	-6.843869417820409e-03
5.599999999999996e+00	2.697088468511317e-02
5.699999999999996e+00	5.992000972403601e-02
5.799999999999995e+00	9.170256757481472e-02
5.899999999999995e+00	1.220333545928212e-01
5.999999999999995e+00	1.506452572509955e-01
6.099999999999994e+00	1.772914222427421e-01
6.199999999999994e+00	2.017472229489028e-01
6.299999999999994e+00	2.238120061321897e-01
6.399999999999993e+00	2.433106048234054e-01
6.499999999999993e+00	2.600946055816053e-01
6.599999999999993e+00	2.740433606241453e-01
6.699999999999992e+00	2.850647377105752e-01
6.799999999999992e+00	2.930956031042720e-01
6.899999999999991e+00	2.981020354048197e-01
6.999999999999991e+00	3.000792705195555e-01
7.099999999999991e+00	2.990513805015504e-01
7.199999999999990e+00	2.950706914009584e-01
7.299999999999990e+00	2.882169476350152e-01
7.399999999999990e+00	2.785962326574787e-01
7.499999999999989e+00	2.663396578803798e-01
7.599999999999989e+00	2.516018338499781e-01
7.699999999999989e+00	2.345591395864664e-01
7.799999999999988e+00	2.154078077462653e-01
7.899999999999988e+00	1.943618448412809e-01
7.999999999999988e+00	1.716508071375568e-01
8.099999999999987e+00	1.475174540443808e-01
8.199999999999987e+00	1.222153017841409e-01
8.299999999999986e+00	9.600610089501402e-02
8.399999999999986e+00	6.915726165698903e-02
8.499999999999986e+00	4.193925184293837e-02
8.599999999999985e+00	1.462299127874516e-02
8.699999999999985e+00	-1.252273244966076e-02
8.799999999999985e+00	-3.923380317653798e-02
8.899999999999984e+00	-6.525324685124030e-02
8.999999999999984e+00	-9.033361118287220e-02
9.099999999999984e+00	-1.142392326831950e-01
9.199999999999983e+00	-1.367483707648600e-01
9.299999999999983e+00	-1.576551899433995e-01
9.399999999999983e+00	-1.767715727515048e-01
9.499999999999982e+00	-1.939287476874194e-01
