9.599999999999982e+00	-2.089787183688699e-01
9.699999999999982e+00	-2.217954820317207e-01
9.799999999999981e+00	-2.322760275793656e-01
9.899999999999981e+00	-2.403411055347590e-01
9.999999999999980e+00	-2.459357644513475e-01
1.009999999999998e+01	-2.490296505809096e-01
1.019999999999998e+01	-2.496170698541268e-01
1.029999999999998e+01	-2.477168134822443e-01
1.039999999999998e+01	-2.433717507142083e-01
1.049999999999998e+01	-2.366481944623488e-01
1.059999999999998e+01	-2.276350476206952e-01
1.069999999999998e+01	-2.164427399238202e-01
1.079999999999998e+01	-2.032019671120422e-01
1.089999999999998e+01	-1.880622459633458e-01
1.099999999999998e+01	-1.711903004072002e-01
1.109999999999998e+01	-1.527682954356813e-01
1.119999999999998e+01	-1.329919368595795e-01
1.129999999999998e+01	-1.120684561098123e-01
1.139999999999998e+01	-9.021450024752511e-02
1.149999999999998e+01	-6.765394811167090e-02
1.159999999999997e+01	-4.461567409444419e-02
1.169999999999997e+01	-2.133128138850547e-02
1.179999999999997e+01	1.967173306733618e-03
1.189999999999997e+01	2.504944169958353e-02
1.199999999999997e+01	4.768931079682759e-02
1.209999999999997e+01	6.966677360680154e-02
1.219999999999997e+01	9.077012317049925e-02
1.229999999999997e+01	1.107979503075799e-01
1.239999999999997e+01	1.295610265174972e-01
1.249999999999997e+01	1.468840547004164e-01
1.259999999999997e+01	1.626072717455064e-01
1.269999999999997e+01	1.765878885614952e-01
1.279999999999997e+01	1.887013547806800e-01
1.289999999999997e+01	1.988424371363282e-01
1.299999999999997e+01	2.069261023770657e-01
1.309999999999997e+01	2.128881975220589e-01
1.319999999999997e+01	2.166859222585633e-01
1.329999999999997e+01	2.182980903192769e-01
1.339999999999997e+01	2.177251787311845e-01
1.349999999999997e+01	2.149891658804020e-01
1.359999999999997e+01	2.101331613692503e-01
1.369999999999997e+01	2.032208326330097e-01
1.379999999999997e+01	1.943356352156318e-01
1.389999999999997e+01	1.835798554578736e-01
1.399999999999997e+01	1.710734761104632e-01
1.409999999999997e+01	1.569528770326063e-01
1.419999999999997e+01	1.413693846571342e-01
1.429999999999997e+01	1.244876852839253e-01
1.439999999999996e+01	1.064841184903482e-01
1.449999999999996e+01	8.754486801038311e-02
1.459999999999996e+01	6.786406832338629e-02
1.469999999999996e+01	4.764184590152916e-02
1.479999999999996e+01	2.708231458587963e-02
1.489999999999996e+01	6.391544890860610e-03
1.499999999999996e+01	-1.422447282677311e-02
1.509999999999996e+01	-3.456185145555744e-02
1.519999999999996e+01	-5.442079684403170e-02
1.529999999999996e+01	-7.360754495111593e-02
1.539999999999996e+01	-9.193622786231369e-02
1.549999999999996e+01	-1.092306509000436e-01
1.559999999999996e+01	-1.253259640224746e-01
1.569999999999996e+01	-1.400702118290429e-01
