#EPS-DELTA              Nbisect	  NFalsePos   NNewton	
1.0000000000000001e-01	4	  2	      2
1.0000000000000000e-02	6	  4	      3
1.0000000000000000e-03	10	  5	      3
1.0000000000000000e-04	13	  7	      4
1.0000000000000001e-05	16	  9	      4
9.9999999999999995e-07	20	  11	      4
9.9999999999999995e-08	22	  13	      4
1.0000000000000000e-08	26	  15	      4
1.0000000000000001e-09	28	  16	      5
